link
https://www.researchcatalogue.net/portal/announcements
https://www.dieangewandte.at/aktuell/wettbewerbe/wettbewerbe_detail?wettbewerb_id=1574843561783
https://khio.no/en/research/phd-in-artistic-research
http://zentrumfokusforschung.uni-ak.ac.at/index.php/projects/?lang=en
https://www.phdportal.com/studies/226268/artistic-research.html
https://www.akbild.ac.at/phdinpractice
https://blogs.akbild.ac.at/phdinpractice/the-program/call-for-applications/
https://nmh.no/en/studies/doctoral/phd-artistic-research
https://novonordiskfonden.dk/en/grants/mads-oevlisen-phd-scholarships-within-art-history-and-practice-based-artistic-research-2020/
https://artisticresearch.fi/saar/activities/
https://www.artandeducation.net/announcements/306073/call-for-applications-for-phd-in-practice-program-2020
https://www.artandeducation.net/announcements/319644/practice-led-phd-in-artistic-research-and-creation
https://stilling.forskning.no/a/1691183
https://thecuratorship.wordpress.com/2018/12/17/artistic-research-phd-programme-vienna-deadline-feb-21-2019/
https://www.findaphd.com/phds/latest/art-and-design/?20gwD0
https://www.gold.ac.uk/pg/mphil-phd-art/
https://on-the-move.org/news/article/20705/radian-practice-led-phd-in-artistic-research-and/
https://www.kunonetwork.org/phd-seminars
https://www.khm.lu.se/en/phd-programme-in-fine-arts
https://diku.no/en/programmes/norwegian-artistic-research-school
https://www.zhdk.ch/forschung/ifcar
https://www.eventbrite.ie/e/artistic-research-phd-students-coping-with-covid-19-tickets-110166805882
http://creatordoctus.eu/wp-content/uploads/2019/11/CrD-Intellectual-Output-2.pdf
https://2020.transmediale.de/content/phd-workshop-participants
https://societyforartisticresearch.org/giaco-schiesser/
https://www.ap-arts.be/en/submit-phd-proposal-0
https://www.uniarts.se/english/research-development/research-education
https://www.udk-berlin.de/en/research/doctoral-studies/information-for-prospective-doctoral-students/faq-about-doctoral-studies-at-the-udk-berlin/
https://www.jar-online.net/phd-vitamin-estonian-academy-arts
https://www.filmuniversitaet.de/en/research-transfer/young-academic-talent/phd-programs/scientificartistic-phd-program
https://kmd.uib.no/en/research
https://phdarts.eu/
https://gsh.uva.nl/content/research-masters/artistic-research-arts-and-culture/artistic-research.html
https://artsandculturalstudies.ku.dk/phd_engelsk/
https://www.uca.ac.uk/research/research-degrees/
https://www.phdstudies.com/PhD/Arts/Europe/
https://www.rug.nl/research/gradschool-humanities/phd-programme/phd-admission/artistic-phd?lang=en
https://es-la.facebook.com/artsresearchafrica/posts/ara-2020-call-for-staff-research-phd-grantsover-the-last-three-years-the-ara-sta/860278764487856/
https://www.kcb.be/en/Research/PhD-The-Brussels-Arts-Platform
https://www.transartinstitute.org/phd
https://www.uantwerpen.be/en/research-groups/aria/activities/research-seminars/methods-artistic-research/
https://www.koncon.nl/en/programmes/phd/various/docartes
https://www.ed.ac.uk/student-funding/postgraduate/uk-eu/humanities/edinburgh-college-of-art/school
http://www.artresearch.eu/
https://konst.gu.se/english/education/doctoral_studies/doctoral-courses
https://kunstakademiet.dk/en/practical-info
http://ec.europa.eu/research/horizon2020/pdf/contributions/post/european_organisations/european_league_of_institutes_of_the_arts_-_elia.pdf
https://www.ucl.ac.uk/slade/degrees/mphil-phd
https://www.arts.ac.uk/research/phd-and-mphil-degrees
https://into.aalto.fi/display/endoctoralarts/Courses+offered
https://collegedunia.com/courses/phd-fine-arts
https://www.nica-institute.com/artistic-research-research-group-2020-2021/
https://orpheusinstituut.be/en/
"https://facultyvacancies.com/doctoral-position-in-craft-design-and-artistic-practice,i7476.html"
http://www.techne.ac.uk/phd-funding-arts-and-humanities
https://courses.hud.ac.uk/full-time/postgraduate/art-and-design-phd
http://www.bristol.ac.uk/arts/study/postgraduate/funding/
https://www.academicgates.com/job/detail/00155d140103-11ea-8a4c-afe7ac9e-b38d
https://www.northumbria.ac.uk/about-us/academic-departments/arts/research/
https://arthist.net/archive/23171
http://www.arena-architecture.eu/projects/ca2re/
https://medievalartresearch.com/
https://kit.ntnu.no/en/content/two-phd-positions-artistic-research-visual-art
https://www.uniarts.fi/en/guides/apply-to-doctoral-studies-in-music/
https://www.maastrichtuniversity.nl/research/maastricht-centre-arts-and-culture-conservation-and-heritage
https://www.research-in-germany.org/en/jobs-and-careers/info-for-phd-students/find-your-phd-place-in-germany/structured-programmes.html
https://www.esam-c2.fr/RADIAN-Practice-led-Phd-in-Artistic-Research-and-Creation-239
https://www.rca.ac.uk/research-innovation/research-degrees/
http://www.e-artnow.org/announcement/article/ACTION/14172/
https://grad.arizona.edu/catalog/programinfo/AIARPHD
https://www.bruckneruni.at/en/study-programmes/doctoral-studies/artistic-doctoral-programme/
https://www.e-flux.com/announcements/328339/call-for-applications-phd-position-snfs-in-urban-studies-visual-arts/
https://www.bcu.ac.uk/courses/art-and-design-phd-2020-21
https://www.for9a.com/en/opportunity/Fully-Funded-PhD-Fellowships-in-Art-and-Cultural-History-from-Rijksmuseum-in-Netherlands-2020
https://www.qub.ac.uk/courses/postgraduate-research/arts-management-cultural-policy-phd.html
https://osf.io/p4wkt/
http://www.kamranbehrouz.com/text/phd-in-artistic-research-in-practice-and-in-theory/
https://www.ncl.ac.uk/postgraduate/courses/degrees/fine-art-mphil-phd/
https://phd.arts.au.dk/
https://www.ntnu.edu/hf/research/phd
https://www.kingston.ac.uk/faculties/kingston-school-of-art/research-and-innovation/research-funding-opportunities/
